Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2021/03/14 00:00:00;2021/03/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;74.9;74.85;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2021/03/15 00:00:00;2021/03/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;75.2;75.2;µg-m3;96.0;100;96.0;A;1;48.799168;2.130556
2021/03/16 00:00:00;2021/03/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;62.6;62.6;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2021/03/17 00:00:00;2021/03/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;60.8;60.8;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2021/03/18 00:00:00;2021/03/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;55.5;55.5;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/19 00:00:00;2021/03/19 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;57.8;57.8;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/20 00:00:00;2021/03/20 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;65.6;65.6;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/21 00:00:00;2021/03/21 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;65.9;65.85;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2021/03/22 00:00:00;2021/03/22 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;66.8;66.75;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/23 00:00:00;2021/03/23 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;79.5;79.45;µg-m3;96.0;100;96.0;R;1;48.799168;2.130556
2021/03/24 00:00:00;2021/03/24 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;96.0;95.95;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/25 00:00:00;2021/03/25 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;80.6;80.55;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/26 00:00:00;2021/03/26 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;82.4;82.4;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/27 00:00:00;2021/03/27 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;79.2;79.2;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/28 00:00:00;2021/03/28 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;92.7;92.65;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/03/29 00:00:00;2021/03/29 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;105.4;105.4;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2021/03/30 00:00:00;2021/03/30 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;107.7;107.7;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2021/03/31 00:00:00;2021/03/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;116.7;116.65;µg-m3;96.0;100;96.0;R;1;48.799168;2.130556
2021/04/01 00:00:00;2021/04/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;92.3;92.3;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2021/04/02 00:00:00;2021/04/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;62.7;62.7;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/04/03 00:00:00;2021/04/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;67.7;67.7;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2021/04/04 00:00:00;2021/04/04 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;79.0;79.0;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2021/04/05 00:00:00;2021/04/05 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;67.7;67.7;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
